epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,237.56,0.72084,1.23722,0.96055,0.99916,0.36644,0.36606,0.30819,0.63578,1.07515,0.88765,0.000663176,0.000663176,0.000663176
